id_seq,sentenced,choice_str
112_45_R,Some cooks are not mayors and No swimmers are cooks,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
112_51_R,All dancers are typists and All boxers are typists,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']"
112_55_R,No cyclists are students and No students are buyers,"['All cyclists are buyers', 'All buyers are cyclists', 'Some cyclists are buyers', 'Some buyers are cyclists', 'Some cyclists are not buyers', 'Some buyers are not cyclists', 'No cyclists are buyers', 'No buyers are cyclists', 'NVC']"
112_56_R,Some climbers are skaters and No therapists are skaters,"['All climbers are therapists', 'All therapists are climbers', 'Some climbers are therapists', 'Some therapists are climbers', 'Some climbers are not therapists', 'Some therapists are not climbers', 'No climbers are therapists', 'No therapists are climbers', 'NVC']"
112_57_R,Some scientists are chefs and Some runners are chefs,"['All scientists are runners', 'All runners are scientists', 'Some scientists are runners', 'Some runners are scientists', 'Some scientists are not runners', 'Some runners are not scientists', 'No scientists are runners', 'No runners are scientists', 'NVC']"
112_58_R,All artists are surfers and Some planners are not surfers,"['All artists are planners', 'All planners are artists', 'Some artists are planners', 'Some planners are artists', 'Some artists are not planners', 'Some planners are not artists', 'No artists are planners', 'No planners are artists', 'NVC']"
112_59_R,Some painters are workers and Some painters are not actors,"['All workers are actors', 'All actors are workers', 'Some workers are actors', 'Some actors are workers', 'Some workers are not actors', 'Some actors are not workers', 'No workers are actors', 'No actors are workers', 'NVC']"
112_60_R,Some investors are jugglers and All barbers are jugglers,"['All investors are barbers', 'All barbers are investors', 'Some investors are barbers', 'Some barbers are investors', 'Some investors are not barbers', 'Some barbers are not investors', 'No investors are barbers', 'No barbers are investors', 'NVC']"
112_61_R,Some scholars are farmers and All assistants are scholars,"['All farmers are assistants', 'All assistants are farmers', 'Some farmers are assistants', 'Some assistants are farmers', 'Some farmers are not assistants', 'Some assistants are not farmers', 'No farmers are assistants', 'No assistants are farmers', 'NVC']"
112_62_R,Some waiters are not poets and All poets are cashiers,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
112_63_R,Some fencers are not engineers and All fencers are campers,"['All engineers are campers', 'All campers are engineers', 'Some engineers are campers', 'Some campers are engineers', 'Some engineers are not campers', 'Some campers are not engineers', 'No engineers are campers', 'No campers are engineers', 'NVC']"
113_0_R,All lawyers are athletes and Some hunters are lawyers,"['All athletes are hunters', 'All hunters are athletes', 'Some athletes are hunters', 'Some hunters are athletes', 'Some athletes are not hunters', 'Some hunters are not athletes', 'No athletes are hunters', 'No hunters are athletes', 'NVC']"
113_2_R,All novelists are travelers and All travelers are analysts,"['All novelists are analysts', 'All analysts are novelists', 'Some novelists are analysts', 'Some analysts are novelists', 'Some novelists are not analysts', 'Some analysts are not novelists', 'No novelists are analysts', 'No analysts are novelists', 'NVC']"
113_3_R,No planners are artists and All surfers are artists,"['All planners are surfers', 'All surfers are planners', 'Some planners are surfers', 'Some surfers are planners', 'Some planners are not surfers', 'Some surfers are not planners', 'No planners are surfers', 'No surfers are planners', 'NVC']"
113_7_R,Some singers are not tailors and Some singers are not pilots,"['All tailors are pilots', 'All pilots are tailors', 'Some tailors are pilots', 'Some pilots are tailors', 'Some tailors are not pilots', 'Some pilots are not tailors', 'No tailors are pilots', 'No pilots are tailors', 'NVC']"
113_11_R,No cooks are mayors and Some cooks are not swimmers,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
113_13_R,Some nurses are actors and Some nurses are drillers,"['All actors are drillers', 'All drillers are actors', 'Some actors are drillers', 'Some drillers are actors', 'Some actors are not drillers', 'Some drillers are not actors', 'No actors are drillers', 'No drillers are actors', 'NVC']"
113_14_R,All lifeguards are dentists and Some dentists are plumbers,"['All lifeguards are plumbers', 'All plumbers are lifeguards', 'Some lifeguards are plumbers', 'Some plumbers are lifeguards', 'Some lifeguards are not plumbers', 'Some plumbers are not lifeguards', 'No lifeguards are plumbers', 'No plumbers are lifeguards', 'NVC']"
113_15_R,Some scientists are chefs and No chefs are runners,"['All scientists are runners', 'All runners are scientists', 'Some scientists are runners', 'Some runners are scientists', 'Some scientists are not runners', 'Some runners are not scientists', 'No scientists are runners', 'No runners are scientists', 'NVC']"
113_17_R,Some counselors are riders and No counselors are joggers,"['All riders are joggers', 'All joggers are riders', 'Some riders are joggers', 'Some joggers are riders', 'Some riders are not joggers', 'Some joggers are not riders', 'No riders are joggers', 'No joggers are riders', 'NVC']"
113_20_R,No sailors are chemists and No chemists are potters,"['All sailors are potters', 'All potters are sailors', 'Some sailors are potters', 'Some potters are sailors', 'Some sailors are not potters', 'Some potters are not sailors', 'No sailors are potters', 'No potters are sailors', 'NVC']"
113_21_R,Some managers are not models and Some managers are clerks,"['All models are clerks', 'All clerks are models', 'Some models are clerks', 'Some clerks are models', 'Some models are not clerks', 'Some clerks are not models', 'No models are clerks', 'No clerks are models', 'NVC']"
113_24_R,All boxers are dancers and Some boxers are not typists,"['All dancers are typists', 'All typists are dancers', 'Some dancers are typists', 'Some typists are dancers', 'Some dancers are not typists', 'Some typists are not dancers', 'No dancers are typists', 'No typists are dancers', 'NVC']"
113_25_R,Some bankers are not teachers and All golfers are teachers,"['All bankers are golfers', 'All golfers are bankers', 'Some bankers are golfers', 'Some golfers are bankers', 'Some bankers are not golfers', 'Some golfers are not bankers', 'No bankers are golfers', 'No golfers are bankers', 'NVC']"
113_26_R,No workers are painters and No workers are actors,"['All painters are actors', 'All actors are painters', 'Some painters are actors', 'Some actors are painters', 'Some painters are not actors', 'Some actors are not painters', 'No painters are actors', 'No actors are painters', 'NVC']"
113_27_R,Some therapists are skaters and Some skaters are not climbers,"['All therapists are climbers', 'All climbers are therapists', 'Some therapists are climbers', 'Some climbers are therapists', 'Some therapists are not climbers', 'Some climbers are not therapists', 'No therapists are climbers', 'No climbers are therapists', 'NVC']"
113_28_R,All jugglers are investors and All barbers are jugglers,"['All investors are barbers', 'All barbers are investors', 'Some investors are barbers', 'Some barbers are investors', 'Some investors are not barbers', 'Some barbers are not investors', 'No investors are barbers', 'No barbers are investors', 'NVC']"
113_30_R,No poets are waiters and Some cashiers are not poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
113_31_R,No gamblers are bakers and Some sculptors are bakers,"['All gamblers are sculptors', 'All sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are not sculptors', 'Some sculptors are not gamblers', 'No gamblers are sculptors', 'No sculptors are gamblers', 'NVC']"
113_32_R,All mayors are cooks and No cooks are swimmers,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
113_33_R,No linguists are divers and No carpenters are divers,"['All linguists are carpenters', 'All carpenters are linguists', 'Some linguists are carpenters', 'Some carpenters are linguists', 'Some linguists are not carpenters', 'Some carpenters are not linguists', 'No linguists are carpenters', 'No carpenters are linguists', 'NVC']"
113_36_R,Some tutors are butchers and Some packers are butchers,"['All tutors are packers', 'All packers are tutors', 'Some tutors are packers', 'Some packers are tutors', 'Some tutors are not packers', 'Some packers are not tutors', 'No tutors are packers', 'No packers are tutors', 'NVC']"
113_37_R,All climbers are tellers and No climbers are doctors,"['All tellers are doctors', 'All doctors are tellers', 'Some tellers are doctors', 'Some doctors are tellers', 'Some tellers are not doctors', 'Some doctors are not tellers', 'No tellers are doctors', 'No doctors are tellers', 'NVC']"
113_38_R,Some fencers are campers and Some engineers are not fencers,"['All campers are engineers', 'All engineers are campers', 'Some campers are engineers', 'Some engineers are campers', 'Some campers are not engineers', 'Some engineers are not campers', 'No campers are engineers', 'No engineers are campers', 'NVC']"
113_41_R,No sailors are chemists and Some sailors are potters,"['All chemists are potters', 'All potters are chemists', 'Some chemists are potters', 'Some potters are chemists', 'Some chemists are not potters', 'Some potters are not chemists', 'No chemists are potters', 'No potters are chemists', 'NVC']"
