Unnamed: 0,id_seq,sentenced,few_shot_pred
5769,122_36_R,All painters are cleaners and All painters are auditors, All painters are auditors
5772,122_42_R,All carpenters are linguists and No divers are carpenters, Some divers are linguists
5773,122_43_R,All dentists are plumbers and No dentists are lifeguards, No dentists are lifeguards
5777,122_48_R,All farmers are scholars and Some assistants are not scholars, Some assistants are scholars
5781,122_57_R,All boxers are opticians and No actuaries are opticians, Some actuaries are opticians
5782,122_58_R,All florists are soldiers and Some florists are editors, Some florists are editors
5786,123_1_R,No therapists are climbers and All skaters are climbers, No therapists are climbers
5787,123_2_R,Some brokers are secretaries and All brokers are agents, Some agents are secretaries
5792,123_20_R,All gamblers are bakers and All gamblers are sculptors, All gamblers are sculptors
5793,123_22_R,Some writers are hikers and No writers are drivers, No writers are hikers
5796,123_26_R,All golfers are bankers and Some teachers are not bankers, Some golfers are not bankers
5800,123_33_R,All doctors are climbers and Some doctors are not tellers, Some climbers are not tellers
5806,123_44_R,Some linguists are carpenters and No carpenters are divers, Some linguists are divers
5807,123_47_R,Some poets are waiters and No cashiers are waiters, Some poets are waiters
5808,123_48_R,No packers are butchers and Some packers are tutors, Some packers are butchers
5813,123_62_R,No typists are dancers and Some boxers are typists, Some boxers are dancers
5814,124_0_R,All therapists are skaters and All skaters are climbers, All therapists are climbers
5815,124_1_R,All swimmers are cooks and Some mayors are swimmers, Some cooks are swimmers
5818,124_8_R,All clerks are managers and No models are managers, No managers are clerks
5823,124_14_R,No pilots are singers and Some tailors are pilots, Some tailors are singers
5824,124_16_R,All designers are trainers and No trainers are architects, No designers are trainers
5827,124_19_R,Some campers are fencers and No engineers are fencers, No engineers are fencers
5830,124_24_R,All linguists are divers and Some linguists are carpenters, Some linguists are divers
5831,124_25_R,No surfers are planners and Some surfers are artists, Some surfers are planners
5834,124_30_R,Some miners are poets and All poets are skaters, All miners are skaters
5835,124_32_R,All golfers are bankers and No teachers are golfers, No teachers are bankers
5841,124_47_R,All brewers are porters and Some brewers are not judges, Some brewers are not porters
5842,124_48_R,Some auditors are painters and No auditors are cleaners, Some auditors are painters
5844,124_50_R,No soldiers are florists and Some florists are editors, Some editors are soldiers
5846,124_54_R,All actuaries are opticians and No actuaries are boxers, No actuaries are boxers
5848,124_59_R,All surfers are planners and All surfers are artists, All surfers are planners
5849,125_0_R,All butchers are packers and All packers are tutors, All butchers are packers
5850,125_4_R,All athletes are lawyers and No hunters are lawyers, No hunters are lawyers
5852,125_9_R,All climbers are doctors and All climbers are tellers, All climbers are doctors
5853,125_11_R,Some barbers are investors and No investors are jugglers, No investors are jugglers
5855,125_16_R,All bankers are golfers and Some bankers are not teachers, Some bankers are not golfers
5857,125_18_R,All swimmers are mayors and All cooks are swimmers, All cooks are mayors
5858,125_19_R,All secretaries are agents and No secretaries are brokers, No secretaries are agents
5859,125_24_R,All cyclists are buyers and No students are cyclists, No students are buyers
5860,125_26_R,No trainers are architects and Some trainers are designers, Some trainers are architects
5865,125_43_R,No bankers are golfers and All bankers are teachers, All bankers are teachers
5871,125_49_R,Some porters are judges and No brewers are porters, No brewers are judges
5880,126_0_R,All managers are models and Some clerks are managers, Some managers are models
5881,126_1_R,Some trainers are designers and All trainers are architects, Some trainers are designers
5882,126_2_R,All farmers are assistants and All assistants are scholars, All farmers are scholars
5885,126_13_R,All pilots are singers and No singers are tailors, Some pilots are singers
5886,126_14_R,Some runners are scientists and No chefs are runners, Some chefs are scientists
5887,126_15_R,Some agents are secretaries and No agents are brokers, No agents are secretaries
5889,126_18_R,No therapists are skaters and All climbers are therapists, Some climbers are skaters
5896,126_31_R,No travelers are novelists and Some analysts are novelists, Some analysts are novelists
5901,126_38_R,Some linguists are divers and No divers are carpenters, No linguists are divers
5907,126_50_R,No mayors are cooks and All mayors are swimmers, No mayors are cooks
5908,126_51_R,All cleaners are auditors and All cleaners are painters, All cleaners are painters
5909,126_55_R,No gamblers are sculptors and Some bakers are gamblers, Some gamblers are sculptors
5910,126_59_R,Some scholars are farmers and No assistants are farmers, Some analysts are farmers
5911,126_61_R,All judges are porters and All brewers are judges, All brewers are porters
5912,126_63_R,Some campers are engineers and All engineers are fencers, All campers are engineers
5913,127_0_R,No bankers are golfers and All teachers are golfers, No teachers are bankers
5928,127_30_R,All assistants are scholars and All farmers are assistants, Some assistants are scholars
5931,127_33_R,All typists are dancers and No typists are boxers, No typists are dancers
5932,127_34_R,No counselors are joggers and Some riders are joggers, Some counselors are joggers
5933,127_38_R,No cleaners are auditors and Some auditors are painters, Some auditors are painters
5934,127_40_R,All runners are chefs and No scientists are runners, Some scientists are chefs
5937,127_45_R,Some singers are tailors and No pilots are tailors, No pilots are tailors
5938,127_47_R,All dentists are lifeguards and No lifeguards are plumbers, Some dentists are plumbers
5942,127_54_R,No soldiers are florists and All editors are soldiers, Some editors are florists
5948,128_0_R,All runners are scientists and Some chefs are runners, Some chefs are scientists
5952,128_8_R,No painters are cleaners and Some auditors are painters, Some auditors are cleaners
5959,128_19_R,All engineers are campers and No campers are fencers, Some engineers are fencers
5960,128_22_R,All dancers are boxers and Some dancers are not typists, Some dancers are not typists
5961,128_23_R,All drillers are nurses and No drillers are actors, Some actors are nurses
5962,128_25_R,Some architects are trainers and No designers are trainers, Some trainers are architects
5966,128_30_R,Some swimmers are mayors and All mayors are cooks, Some cooks are mayors
5975,128_47_R,No hunters are athletes and Some lawyers are athletes, Some lawyers are hunters
5976,128_48_R,No scholars are farmers and All farmers are assistants, No scholars are farmers
5977,128_49_R,All trainers are architects and All designers are trainers, All trainers are architects
5981,128_58_R,All surfers are planners and Some artists are not planners, Some artists are planners
5982,128_63_R,Some students are buyers and No students are cyclists, Some students are buyers
5983,129_2_R,All skaters are poets and All poets are miners, All skaters are poets
5984,129_3_R,No tutors are packers and All butchers are packers, Some butchers are packers
5986,129_13_R,No sailors are chemists and Some potters are sailors, Some chemists are sailors
5987,129_14_R,All climbers are tellers and Some doctors are not tellers, Some climbers are tellers
5988,129_17_R,No painters are actors and All actors are workers, Some actors are actors
5989,129_19_R,All poets are waiters and Some poets are not cashiers, Some poets are waiters
5990,129_21_R,Some drillers are actors and No nurses are drillers, No nurses are actors
5993,129_25_R,All students are cyclists and All students are buyers, All students are buyers
6005,129_48_R,No chemists are sailors and All chemists are potters, All chemists are potters
6008,129_52_R,All bakers are sculptors and No gamblers are bakers, Some gamblers are sculptors
6010,129_61_R,Some packers are tutors and No packers are butchers, No packers are tutors
6012,130_0_R,All cleaners are auditors and Some painters are cleaners, Some painters are auditors
6013,130_1_R,No cooks are swimmers and All mayors are swimmers, No mayors are swimmers
6014,130_3_R,All investors are jugglers and All jugglers are barbers, All investors are barbers
6017,130_6_R,All chemists are potters and No sailors are potters, Some chemists are potters
6023,130_27_R,All scientists are runners and Some scientists are chefs, Some scientists are chefs
6024,130_28_R,All gamblers are sculptors and Some gamblers are not bakers, Some gamblers are not sculptors
