sentenced,id_seq
Some secretaries are not brokers and All agents are brokers,131_37_R
All joggers are counselors and No riders are joggers,131_39_R
Some waiters are not cashiers and Some cashiers are poets,131_40_R
All farmers are assistants and Some scholars are not farmers,131_44_R
No artists are surfers and Some planners are surfers,131_45_R
All barbers are investors and Some investors are jugglers,131_47_R
No poets are skaters and Some miners are poets,131_48_R
Some boxers are opticians and No actuaries are boxers,131_49_R
All lawyers are hunters and All lawyers are athletes,131_50_R
All skaters are climbers and Some skaters are therapists,131_53_R
Some pilots are tailors and Some tailors are singers,131_55_R
Some bankers are golfers and No golfers are teachers,131_58_R
No workers are painters and Some actors are not workers,131_59_R
Some editors are florists and Some soldiers are editors,131_63_R
All tailors are pilots and All pilots are singers,132_0_R
No drivers are hikers and All writers are hikers,132_1_R
Some actors are nurses and All actors are drillers,132_2_R
All swimmers are mayors and Some cooks are swimmers,132_3_R
No porters are brewers and Some porters are not judges,132_4_R
Some secretaries are not brokers and No brokers are agents,132_6_R
Some analysts are not travelers and No analysts are novelists,132_8_R
Some fencers are engineers and No fencers are campers,132_12_R
Some boxers are typists and Some boxers are dancers,132_13_R
Some teachers are golfers and Some bankers are golfers,132_20_R
Some tutors are not packers and Some butchers are tutors,132_21_R
Some poets are cashiers and Some poets are not waiters,132_25_R
Some chefs are not scientists and No runners are chefs,132_26_R
Some joggers are not riders and All riders are counselors,132_27_R
Some trainers are architects and All designers are architects,132_29_R
No actuaries are opticians and Some boxers are actuaries,132_30_R
No bakers are gamblers and No sculptors are gamblers,132_31_R
Some editors are florists and No florists are soldiers,132_33_R
No sculptors are gamblers and Some gamblers are not bakers,132_36_R
All lifeguards are plumbers and Some lifeguards are dentists,132_39_R
All boxers are typists and Some typists are not dancers,132_41_R
All doctors are climbers and Some climbers are tellers,132_43_R
No writers are drivers and Some hikers are drivers,132_45_R
Some travelers are not analysts and Some travelers are not novelists,132_48_R
Some singers are tailors and Some pilots are not singers,132_51_R
All cyclists are students and Some buyers are not cyclists,132_52_R
Some drillers are not actors and Some actors are nurses,132_53_R
Some lawyers are not hunters and All lawyers are athletes,132_54_R
Some agents are brokers and Some brokers are secretaries,132_55_R
Some therapists are not skaters and Some climbers are skaters,132_56_R
No cooks are swimmers and No swimmers are mayors,132_58_R
All packers are tutors and No tutors are butchers,132_59_R
All miners are poets and Some skaters are not poets,132_61_R
Some runners are not chefs and Some chefs are not scientists,132_62_R
All painters are actors and No workers are actors,132_63_R
Some novelists are travelers and All novelists are analysts,133_0_R
All athletes are hunters and All hunters are lawyers,133_1_R
No florists are editors and All soldiers are editors,133_2_R
All sailors are potters and All chemists are sailors,133_4_R
Some tutors are not packers and Some packers are butchers,133_6_R
Some barbers are jugglers and No investors are jugglers,133_7_R
All planners are surfers and Some surfers are not artists,133_8_R
No dancers are typists and Some boxers are dancers,133_9_R
No fencers are campers and Some campers are not engineers,133_14_R
All joggers are counselors and Some riders are counselors,133_19_R
All lifeguards are dentists and Some lifeguards are plumbers,133_21_R
Some tailors are not pilots and Some tailors are not singers,133_22_R
Some doctors are not climbers and All tellers are doctors,133_25_R
No buyers are students and Some buyers are cyclists,133_27_R
All cashiers are waiters and No cashiers are poets,133_28_R
Some actors are workers and No painters are actors,133_33_R
Some runners are scientists and Some chefs are runners,133_34_R
No novelists are travelers and No analysts are novelists,133_35_R
No cashiers are waiters and Some poets are waiters,133_36_R
No climbers are tellers and Some climbers are not doctors,133_38_R
All models are managers and Some models are not clerks,133_39_R
Some divers are not carpenters and All divers are linguists,133_40_R
No assistants are scholars and Some farmers are not scholars,133_47_R
Some nurses are not drillers and Some actors are not nurses,133_52_R
All jugglers are investors and No investors are barbers,133_53_R
Some designers are not trainers and No architects are designers,133_54_R
Some tailors are singers and Some tailors are pilots,133_62_R
Some plumbers are dentists and All plumbers are lifeguards,134_0_R
All drivers are hikers and Some writers are drivers,134_2_R
No hunters are athletes and All lawyers are athletes,134_3_R
Some nurses are drillers and All actors are nurses,134_7_R
All cyclists are students and No buyers are students,134_9_R
Some gamblers are bakers and No bakers are sculptors,134_11_R
No boxers are dancers and Some typists are boxers,134_12_R
All chefs are scientists and Some scientists are not runners,134_13_R
Some poets are not waiters and Some cashiers are poets,134_14_R
All cleaners are painters and All auditors are cleaners,134_18_R
All brewers are judges and Some porters are not brewers,134_19_R
Some artists are not surfers and No surfers are planners,134_21_R
Some swimmers are cooks and All mayors are cooks,134_22_R
All soldiers are florists and Some soldiers are editors,134_25_R
Some farmers are not assistants and All scholars are farmers,134_29_R
Some cleaners are painters and Some auditors are painters,134_35_R
All scholars are assistants and No scholars are farmers,134_37_R
No managers are clerks and No models are managers,134_39_R
No climbers are doctors and All tellers are climbers,134_43_R
No buyers are cyclists and Some students are cyclists,134_44_R
Some writers are drivers and Some writers are not hikers,134_48_R
Some surfers are not artists and No surfers are planners,134_51_R
Some workers are painters and Some workers are actors,134_53_R
Some poets are not skaters and Some miners are not skaters,134_54_R
Some carpenters are not divers and Some divers are not linguists,134_57_R
Some cashiers are not waiters and Some poets are waiters,134_58_R
All opticians are actuaries and Some boxers are not actuaries,134_60_R
All poets are waiters and Some cashiers are poets,135_0_R
All artists are planners and All planners are surfers,135_2_R
Some farmers are assistants and All farmers are scholars,135_3_R
All dentists are plumbers and Some plumbers are lifeguards,135_5_R
Some scientists are chefs and Some runners are not chefs,135_6_R
No florists are soldiers and Some editors are not soldiers,135_7_R
All hikers are writers and No drivers are hikers,135_8_R
Some counselors are joggers and Some counselors are not riders,135_10_R
No typists are boxers and Some boxers are dancers,135_12_R
All golfers are teachers and Some bankers are not teachers,135_14_R
No judges are brewers and All judges are porters,135_17_R
No cyclists are buyers and Some students are buyers,135_18_R
No skaters are poets and Some skaters are miners,135_19_R
All investors are barbers and Some barbers are not jugglers,135_21_R
Some actuaries are not boxers and Some opticians are boxers,135_23_R
All chemists are sailors and Some chemists are potters,135_24_R
Some sculptors are gamblers and All gamblers are bakers,135_28_R
Some pilots are not tailors and All singers are tailors,135_29_R
Some painters are actors and All workers are actors,135_31_R
Some scientists are chefs and Some chefs are runners,135_32_R
Some designers are architects and No trainers are architects,135_33_R
No analysts are travelers and No novelists are analysts,135_39_R
All skaters are climbers and Some therapists are climbers,135_41_R
Some florists are soldiers and Some editors are not florists,135_43_R
Some campers are engineers and No engineers are fencers,135_45_R
Some teachers are not golfers and Some bankers are not golfers,135_47_R
